,Number,Theme,Subtheme,Year,Set name,Pieces,RRP (USD),Value new (USD),Value used (USD),CPI Mean
252,6315-1,Town,Accessories,1988,Road Signs,11.0,30.0,24.18,9.71,262.0846153846154
253,6316-1,Town,Accessories,1988,Flags and Fences,38.0,40.0,23.8,10.78,262.0846153846154
254,6317-1,Town,Accessories,1988,Trees and Flowers,24.0,40.0,53.96,20.5,262.0846153846154
255,6356-1,Town,Medical,1988,Med-Star Rescue Plane,159.0,155.0,325.0,25.42,262.0846153846154
256,6357-1,Town,Vehicles,1988,Stunt 'Copter N' Truck,177.0,170.0,163.56,18.86,262.0846153846154
257,6394-1,Town,Shops and Services,1988,Metro Park & Service Tower,620.0,582.5,850.0,159.98,262.0846153846154
258,6395-1,Town,Racing,1988,Victory Lap Raceway,606.0,582.5,547.73,115.95,262.0846153846154
259,6524-1,Town,Maintenance,1988,Blizzard Blazer,50.0,40.0,95.0,7.94,262.0846153846154
260,6642-1,Town,Police,1988,Police Helicopter,66.0,150.0,100.0,5.54,262.0846153846154
261,6921-1,Space,Futuron,1988,Monorail Accessory Track,46.0,349.5,360.0,220.28,262.0846153846154
262,8712-1,Technic,Supplementary,1988,Technic Figures,10.0,82.5,58.07,19.82,262.0846153846154
263,9058-1,Dacta,Dacta,1988,Large Building Plates,2.0,220.0,38.12,20.0,262.0846153846154
264,1489-1,Town,Vehicles,1989,Mobile Car Crane,174.0,127.5,552.5,65.0,267.4307692307692
265,1616-1,Space,Bonus/Value Pack,1989,Special Two-Set Space Pack,132.0,100.0,1501.25,50.0,267.4307692307692
266,1625-1,Basic,Seasonal,1989,Snowman,40.0,13.0,7.6,3.7,267.4307692307692
267,1626-1,Basic,Seasonal,1989,Angel,33.0,13.0,18.7,5.0,267.4307692307692
268,1627-1,Basic,Seasonal,1989,Santa,36.0,13.0,8.5,2.89,267.4307692307692
269,1628-1,Basic,Seasonal,1989,Santa with Reindeer and Sleigh,63.0,30.0,21.0,4.91,267.4307692307692
270,2040-1,Duplo,Baby,1989,Rock 'n' Roller,3.0,102.5,38.12,10.64,267.4307692307692
271,2066-1,Duplo,Baby,1989,Bath-Tub Buddies,2.0,122.5,38.12,16.74,267.4307692307692
272,2617-1,Duplo,Duplo,1989,Tow Truck,3.0,33.0,59.5,7.66,267.4307692307692
273,2643-1,Duplo,Duplo,1989,Fishing Boat,15.0,297.5,38.12,26.4,267.4307692307692
274,2651-1,Duplo,Duplo,1989,Circus Artists and Elephant,6.0,202.5,57.27,18.2,267.4307692307692
275,2657-1,Duplo,Duplo,1989,Service Station,43.0,420.0,109.95,20.0,267.4307692307692
276,2658-1,Duplo,Duplo,1989,Fire Station,57.0,605.0,38.12,43.88,267.4307692307692
277,5037-1,Service Packs,Service Packs,1989,Current-Carrying Bricks 9V Assorted Sizes,9.0,60.0,31.41,20.0,267.4307692307692
278,5038-1,Service Packs,Service Packs,1989,Battery Box 9V Electric System,1.0,55.0,39.45,6.26,267.4307692307692
279,5107-1,Service Packs,Technic,1989,Pneumatic Pump Cylinder 48 mm,1.0,32.5,15.61,10.83,267.4307692307692
280,5108-1,Service Packs,Technic,1989,Double-Acting Pneumatic Piston Cylinder 48 mm,1.0,30.0,16.0,1.65,267.4307692307692
281,5109-1,Service Packs,Technic,1989,Pneumatic Tubing and T-Junctions,6.0,32.5,15.26,16.7,267.4307692307692
282,5184-1,Service Packs,Castle,1989,Castle Elements,34.0,32.5,114.99,20.0,267.4307692307692
283,5251-1,Service Packs,Technic,1989,Shock Absorbers Small,4.0,52.5,9.6,20.0,267.4307692307692
284,5265-1,Service Packs,Service Packs,1989,Wheels with 43 and 24 mm Tyres,16.0,40.0,9.4,20.0,267.4307692307692
285,6060-1,Castle,Lion Knights,1989,Knight's Challenge,168.0,220.0,700.0,171.49,267.4307692307692
286,6077-2,Castle,Forestmen,1989,Forestmen's River Fortress,357.0,375.0,900.0,202.97,267.4307692307692
287,6235-1,Pirates,Pirates,1989,Buried Treasure,20.0,32.5,122.7,11.77,267.4307692307692
288,6245-1,Pirates,Imperial Guards,1989,Harbour Sentry,25.0,42.5,179.57,17.68,267.4307692307692
289,6251-1,Pirates,Accessories,1989,Pirate Minifigures,33.0,65.0,267.17,43.55,267.4307692307692
290,6257-1,Pirates,Pirates,1989,Castaway's Raft,54.0,85.0,216.38,20.86,267.4307692307692
291,6260-1,Pirates,Pirates,1989,Shipwreck Island,71.0,120.0,260.51,28.88,267.4307692307692
292,6265-1,Pirates,Pirates,1989,Sabre Island,96.0,155.0,429.94,50.82,267.4307692307692
293,6270-1,Pirates,Pirates,1989,Forbidden Island,182.0,375.0,902.61,88.85,267.4307692307692
294,6274-1,Pirates,Pirates,1989,Caribbean Clipper,378.0,540.0,770.17,219.3,267.4307692307692
295,6276-1,Pirates,Pirates,1989,Eldorado Fortress,506.0,660.0,1883.33,268.56,267.4307692307692
296,6285-1,Pirates,Pirates,1989,Black Seas Barracuda,909.0,1100.0,2687.6,351.8,267.4307692307692
297,6355-1,Town,Leisure,1989,Derby Trotter,140.0,140.0,204.12,29.53,267.4307692307692
298,6387-1,Town,Coastguard,1989,Coastal Rescue Base,374.0,350.0,575.0,82.03,267.4307692307692
299,6481-1,Town,Construction,1989,Construction Crew,169.0,270.0,179.71,73.47,267.4307692307692
300,6482-1,Town,Rescue,1989,Rescue Helicopter,198.0,350.0,219.35,53.58,267.4307692307692
301,6506-1,Town,Police,1989,Precinct Cruiser,32.0,20.0,89.59,4.11,267.4307692307692
302,6526-1,Town,Racing,1989,Red Line Racer,47.0,40.0,42.5,5.0,267.4307692307692
303,6528-1,Town,Vehicles,1989,Sand Storm Racer,39.0,37.5,31.5,4.2,267.4307692307692
304,6591-1,Town,Racing,1989,Nitro-Dragsters,143.0,120.0,203.84,15.8,267.4307692307692
305,6660-1,Town,Vehicles,1989,Hook & Haul Wrecker,52.0,60.0,80.92,7.72,267.4307692307692
306,6671-1,Town,Maintenance,1989,Utility Repair Lift,92.0,79.9,125.0,13.55,267.4307692307692
307,6781-1,Space,Space Police,1989,SP-Striker,230.0,280.0,800.0,106.66,267.4307692307692
308,6810-1,Space,Futuron,1989,Laser Ranger,41.0,20.0,74.0,13.26,267.4307692307692
309,6831-1,Space,Space Police,1989,Message Decoder,34.0,30.0,195.0,8.8,267.4307692307692
310,6886-1,Space,Space Police,1989,Galactic Peace Keeper,121.0,120.0,262.5,36.11,267.4307692307692
311,6895-1,Space,Space Police,1989,Spy Trak 1,148.0,150.0,345.0,43.49,267.4307692307692
312,6955-1,Space,Space Police,1989,Space Lock-Up Isolation Base,253.0,260.0,1350.0,174.51,267.4307692307692
313,6986-1,Space,Space Police,1989,Mission Commander,478.0,500.0,1108.0,198.7,267.4307692307692
314,260-1,Books,LEGO,1990,Idea Book,1.0,42.5,38.12,20.0,273.68461538461537
315,818-1,Basic,Supplementaries,1990,"Pull-Back Motor, Red",8.0,122.5,14.0,2.8,273.68461538461537
316,821-1,Basic,Supplementaries,1990,"Brick Separator, Grey",1.0,22.5,3.8,1.01,273.68461538461537
317,1665-1,Town,Racing,1990,Dual FX Racers,108.0,87.5,75.0,17.62,273.68461538461537
318,1675-1,Assorted,Bonus/Value Pack,1990,Three Set Bonus Pack,150.0,100.0,910.0,135.0,273.68461538461537
319,2613-1,Duplo,Duplo,1990,Garbage Truck,3.0,65.0,17.18,8.56,273.68461538461537
320,2666-1,Duplo,Duplo,1990,Savannah and Polar Animals,27.0,352.5,54.8,18.0,273.68461538461537
321,2669-1,Duplo,Duplo,1990,Maxi Zoo,65.0,740.0,38.12,89.82,273.68461538461537
322,5110-1,Service Packs,Technic,1990,"Cross Axles, Nuts",26.0,107.5,10.44,20.0,273.68461538461537
323,5111-1,Service Packs,Service Packs,1990,Plates 2 x 2 with Wire 128 cm 9V,1.0,40.0,17.58,20.0,273.68461538461537
324,5150-1,Service Packs,Pirates,1990,Pirate Accessories,27.0,32.5,41.1,20.0,273.68461538461537
325,5590-1,Model Team,Model Team,1990,Whirl and Wheel Super Truck,1012.0,800.0,1233.99,150.18,273.68461538461537
326,6018-1,Castle,Black Knights,1990,Battle Dragon,49.0,45.0,131.0,18.71,273.68461538461537
327,6034-1,Castle,Black Knights,1990,Black Monarch's Ghost,43.0,72.5,227.88,31.23,273.68461538461537
328,6042-1,Castle,Lion Knights,1990,Dungeon Hunters,105.0,127.5,402.55,46.3,273.68461538461537
329,6059-1,Castle,Black Knights,1990,Knight's Stronghold,224.0,220.0,700.0,79.42,273.68461538461537
330,6071-1,Castle,Forestmen,1990,Forestmen's Crossing,207.0,285.0,1500.0,302.71,273.68461538461537
331,6081-1,Castle,Lion Knights,1990,King's Mountain Fortress,435.0,580.0,1800.0,205.22,273.68461538461537
332,6354-1,Town,Police,1990,Pursuit Squad,171.0,155.0,135.0,17.46,273.68461538461537
333,6376-1,Town,Shops and Services,1990,Breezeway Café,183.0,230.0,297.5,62.93,273.68461538461537
334,6389-1,Town,Fire,1990,Fire Control Centre,533.0,520.0,344.25,65.56,273.68461538461537
335,6396-1,Town,Flight,1990,International Jetport,541.0,697.5,595.0,138.15,273.68461538461537
336,6399-1,Town,Monorail,1990,Airport Shuttle,767.0,1400.0,4300.0,955.92,273.68461538461537
337,6508-1,Town,Boats,1990,Wave Racer,37.0,30.0,31.28,4.76,273.68461538461537
338,6529-1,Town,Flight,1990,Ultra Lite I,35.0,40.0,67.06,4.93,273.68461538461537
339,6644-1,Town,Vehicles,1990,Road Rebel,68.0,60.0,65.72,8.11,273.68461538461537
340,6673-1,Town,Flight,1990,Solo Trainer,74.0,80.0,191.71,9.42,273.68461538461537
341,6811-1,Space,M-Tron,1990,Pulsar Charger,26.0,30.0,146.65,7.4,273.68461538461537
342,6833-1,Space,M-Tron,1990,Beacon Tracer,40.0,30.0,102.0,11.87,273.68461538461537
343,6877-1,Space,M-Tron,1990,Vector Detector,62.0,63.5,127.5,18.13,273.68461538461537
344,6896-1,Space,M-Tron,1990,Celestial Forager,90.0,109.5,271.57,36.77,273.68461538461537
345,6923-1,Space,M-Tron,1990,Particle Ionizer,203.0,240.0,700.84,57.64,273.68461538461537
346,6956-1,Space,M-Tron,1990,Stellar Recon Voyager,233.0,360.0,720.0,125.9,273.68461538461537
347,6989-1,Space,M-Tron,1990,Mega Core Magnetizer,503.0,600.0,954.04,247.74,273.68461538461537
348,8064-1,Technic,Universal,1990,Universal Motor Set,219.0,550.0,91.89,39.57,273.68461538461537
349,8720-1,Technic,Supplementary,1990,9V Motor Set ,57.0,360.0,67.5,31.55,273.68461538461537
350,9920-1,Dacta,Storage,1990,Yellow Storage Box with Lid,110.0,125.0,38.12,20.0,273.68461538461537
351,9922-1,Dacta,Storage,1990,Green Storage Box with Lid,2.0,67.5,38.12,28.25,273.68461538461537
352,819-1,Basic,Supplementaries,1991,Blue baseplate,1.0,55.0,6.26,20.0,278.86923076923074
353,1475-1,Town,Flight,1991,Airport Security Squad,122.0,100.0,306.52,38.25,278.86923076923074
354,1881-1,Basic,Basic,1991,"Play Bucket of Bricks, 3+",288.0,150.0,39.27,13.95,278.86923076923074
355,2303-1,Duplo,Duplo,1991,Red and Green Building Plates,2.0,55.0,10.0,20.0,278.86923076923074
356,2306-1,Duplo,Duplo,1991,Large Red Building Plate,1.0,120.0,38.12,5.61,278.86923076923074
357,2314-1,Duplo,Duplo,1991,Building Set,38.0,145.0,38.12,20.0,278.86923076923074
358,2361-1,Duplo,Duplo,1991,Matt and Mutt Building Set,23.0,100.0,38.12,20.0,278.86923076923074
359,2654-1,Duplo,Duplo,1991,Police Emergency Unit,11.0,80.0,38.12,11.83,278.86923076923074
360,2660-1,Duplo,Duplo,1991,Zoo Nursery,5.0,52.5,13.5,16.59,278.86923076923074
361,2671-1,Duplo,Duplo,1991,Grand Prix Racing Team,7.0,132.5,22.74,15.96,278.86923076923074
362,4011-1,Boats,Boats,1991,Cabin Cruiser,90.0,197.5,130.9,28.64,278.86923076923074
363,4021-1,Boats,Boats,1991,Police Patrol,195.0,340.0,229.46,49.29,278.86923076923074
364,4031-1,Boats,Boats,1991,Firefighter,361.0,520.0,198.07,77.29,278.86923076923074
365,4515-1,Trains,9V,1991,Straight Rails,8.0,129.9,45.52,34.24,278.86923076923074
366,4520-1,Trains,9V,1991,Curved Rails,8.0,129.9,17.7,5.57,278.86923076923074
367,4531-1,Trains,9V,1991,Manual Points with Track,6.0,279.9,47.32,33.51,278.86923076923074
368,4536-1,Trains,9V,1991,Blue Hopper Car,166.0,150.0,158.75,71.23,278.86923076923074
369,4539-1,Trains,9V,1991,Manual Level Crossing,110.0,250.0,205.58,63.04,278.86923076923074
370,4543-1,Trains,9V,1991,Railroad Tractor Flatbed,178.0,220.0,293.21,118.62,278.86923076923074
371,4546-1,Trains,9V,1991,Road & Rail Maintenance,77.0,100.0,124.56,32.2,278.86923076923074
372,4548-1,Trains,9V,1991,Transformer and Speed Regulator,3.0,419.90000000000003,132.9,58.72,278.86923076923074
373,4554-1,Trains,9V,1991,Metro Station,600.0,720.0,685.0,185.58,278.86923076923074
374,4558-1,Trains,9V,1991,Metroliner,784.0,1490.0,1250.0,410.32,278.86923076923074
375,4563-1,Trains,9V,1991,Load N' Haul Railroad,476.0,1200.0,637.5,203.07,278.86923076923074
376,5042-1,Service Packs,Service Packs,1991,"Space Light and Radar Plates, Disks and Cones (Transparent Lights)",50.0,25.0,13.67,20.0,278.86923076923074
377,5043-1,Service Packs,Service Packs,1991,"Mini Antennas, Control Sticks and Antennas",26.0,25.0,29.15,20.0,278.86923076923074
378,5099-1,Service Packs,Technic,1991,Pneumatic Valves,1.0,22.5,3.77,1.29,278.86923076923074
379,5114-1,Service Packs,Service Packs,1991,Motor 9V,1.0,160.0,22.57,10.02,278.86923076923074
380,5115-1,Service Packs,Service Packs,1991,Battery Box 9V,1.0,110.0,14.81,22.02,278.86923076923074
381,5155-1,Service Packs,Service Packs,1991,"Sloping Frames, Space Wings, Motors and Seats",19.0,35.0,20.25,20.0,278.86923076923074
382,5156-1,Service Packs,Service Packs,1991,Transparent Bricks,17.0,35.0,26.08,20.0,278.86923076923074
383,5157-1,Service Packs,Service Packs,1991,Town and Space Tools,32.0,35.0,22.71,20.0,278.86923076923074
384,5158-1,Service Packs,Town,1991,Runway T-Junction and Circle Base Plates,2.0,60.0,15.64,21.75,278.86923076923074
385,5159-1,Service Packs,Town,1991,Two Straight Airport Runways,2.0,60.0,38.12,20.0,278.86923076923074
386,5164-1,Service Packs,Service Packs,1991,"Hinges, Turntables and Couplings",17.0,25.0,11.62,20.0,278.86923076923074
387,5165-1,Service Packs,Service Packs,1991,"Hinges, Couplings and Tilting Bearings",31.0,30.0,11.04,20.0,278.86923076923074
388,5272-1,Service Packs,Technic,1991,Cylinder Motor,9.0,30.0,5.71,5.85,278.86923076923074
389,5300-1,Service Packs,Trains,1991,Train Motor 9V,3.0,250.0,109.35,50.0,278.86923076923074
390,5550-1,Model Team,Model Team,1991,Custom Rally Van,525.0,495.0,385.45,49.51,278.86923076923074
391,6234-1,Pirates,Pirates,1991,Renegade's Raft,38.0,32.5,117.51,13.01,278.86923076923074
392,6259-1,Pirates,Imperial Guards,1991,Broadside's Brig,68.0,87.5,199.13,38.88,278.86923076923074
393,6267-1,Pirates,Imperial Guards,1991,Lagoon Lock-Up,193.0,290.0,804.38,90.22,278.86923076923074
394,6273-1,Pirates,Pirates,1991,Rock Island Refuge,381.0,660.0,1090.28,225.91,278.86923076923074
395,6347-1,Town,Monorail,1991,Monorail Accessory Track,54.0,350.0,360.0,288.46,278.86923076923074
396,6353-1,Town,Coastguard,1991,Coastal Cutter,185.0,190.0,172.26,22.44,278.86923076923074
397,6430-1,Town,Police,1991,Night Patroller,140.0,250.0,270.0,36.46,278.86923076923074
398,6440-1,Town,Fire,1991,Jetport Fire Squad,159.0,275.0,285.0,57.58,278.86923076923074
399,6510-1,Town,Vehicles,1991,Mud Runner,34.0,32.5,38.0,4.03,278.86923076923074
400,6540-1,Town,Police,1991,Pier Police,352.0,440.0,424.79,59.99,278.86923076923074
401,6541-1,Town,Boats,1991,Intercoastal Seaport,545.0,637.5,605.14,189.86,278.86923076923074
402,6646-1,Town,Racing,1991,Screaming Patriot,65.0,67.5,55.5,7.07,278.86923076923074
403,6669-1,Town,Vehicles,1991,Diesel Daredevil,90.0,87.5,100.0,9.73,278.86923076923074
404,6679-1,Town,Boats,1991,Dark Shark,83.0,77.4,60.0,12.03,278.86923076923074
405,6878-1,Space,Blacktron 2,1991,Sub Orbital Guardian,69.0,80.0,179.37,27.19,278.86923076923074
406,6887-1,Space,Blacktron 2,1991,Allied Avenger,100.0,79.3,360.0,34.4,278.86923076923074
407,6933-1,Space,Blacktron 2,1991,Spectral Starguider,208.0,250.0,500.0,81.06,278.86923076923074
408,6988-1,Space,Blacktron 2,1991,Alpha Centauri Outpost,406.0,800.0,807.5,254.62,278.86923076923074
409,8810-1,Technic,Technic,1991,Cafe Racer,80.0,100.0,32.0,5.12,278.86923076923074
410,8838-1,Technic,Technic,1991,Shock Cycle,251.0,297.5,150.58,21.71,278.86923076923074
411,8891-1,Books,LEGO,1991,Designer's Manual,1.0,95.0,38.12,20.0,278.86923076923074
412,846-1,Basic,Supplementaries,1992,"Lighting Set, 9V",39.0,180.0,58.5,20.93,282.75384615384615
413,1462-1,Space,Blacktron 2,1992,Galactic Scout,23.0,20.0,35.0,13.14,282.75384615384615
414,1463-1,Castle,Lion Knights,1992,Treasure Cart,23.0,20.0,59.0,22.38,282.75384615384615
415,1891-1,Assorted,Bonus/Value Pack,1992,Four Set Value Pack,160.0,120.0,720.0,52.9,282.75384615384615
416,1896-1,Town,Emergency,1992,Trauma Team,291.0,275.0,38.12,40.12,282.75384615384615
417,2304-1,Duplo,Duplo,1992,Large Building Plate,1.0,149.9,9.73,9.0,282.75384615384615
418,2910-1,Duplo,Toolo,1992,Dumper Truck,18.0,175.0,65.0,30.27,282.75384615384615
419,2920-1,Duplo,Toolo,1992,Digger,21.0,250.0,38.12,18.27,282.75384615384615
420,2930-1,Duplo,Toolo,1992,Mobile Crane,29.0,300.0,73.96,68.52,282.75384615384615
421,2940-1,Duplo,Toolo,1992,Fire Truck,34.0,450.0,91.08,28.98,282.75384615384615
422,5098-1,Service Packs,Toolo,1992,Duplo Toolo Screwdriver,1.0,27.5,10.27,3.29,282.75384615384615
423,5116-1,Service Packs,Technic,1992,Pneumatic Piston Cylinder 32 mm,1.0,32.5,6.66,7.92,282.75384615384615
424,5274-1,Service Packs,Service Packs,1992,Tyres with Hubs 24 and 30 mm,16.0,45.0,7.92,20.0,282.75384615384615
425,5301-1,Service Packs,Trains,1992,"Wagon / Carriage Plate 6 x 28, Grey",1.0,30.0,23.17,5.44,282.75384615384615
426,5302-1,Service Packs,Trains,1992,Bogie Plates,2.0,20.0,11.23,20.0,282.75384615384615
427,5303-1,Service Packs,Trains,1992,Buffers and Magnetic Couplings,6.0,30.0,8.5,5.55,282.75384615384615
428,5304-1,Service Packs,Trains,1992,Wheel Sets,2.0,30.0,9.39,8.0,282.75384615384615
429,5305-1,Service Packs,Trains,1992,Train Connecting Lead 9V,1.0,60.0,59.82,43.44,282.75384615384615
430,6009-1,Castle,Black Knights,1992,Black Knight,24.0,32.5,110.35,25.46,282.75384615384615
431,6038-1,Castle,Wolfpack,1992,Wolfpack Renegades,100.0,80.0,218.37,49.35,282.75384615384615
432,6057-1,Castle,Black Knights,1992,Sea Serpent,126.0,165.0,325.0,71.62,282.75384615384615
433,6075-1,Castle,Wolfpack,1992,Wolfpack Tower,236.0,297.5,1080.0,122.65,282.75384615384615
434,6086-1,Castle,Black Knights,1992,Black Knight's Castle,588.0,850.0,2594.38,392.75,282.75384615384615
435,6247-1,Pirates,Imperial Guards,1992,Bounty Boat,36.0,47.5,122.73,21.09,282.75384615384615
436,6258-1,Pirates,Pirates,1992,Smuggler's Shanty,70.0,92.5,148.05,22.04,282.75384615384615
437,6261-1,Pirates,Pirates,1992,Raft Raiders,81.0,132.5,187.0,38.64,282.75384615384615
438,6271-1,Pirates,Imperial Guards,1992,Imperial Flagship,317.0,500.0,1725.0,243.35,282.75384615384615
439,6277-1,Pirates,Imperial Guards,1992,Imperial Trading Post,608.0,850.0,1904.18,455.8,282.75384615384615
440,6314-1,Town,Accessories,1992,City People,33.0,72.5,43.21,13.35,282.75384615384615
441,6346-1,Town,Flight,1992,Shuttle Launching Crew,408.0,385.0,420.0,44.45,282.75384615384615
442,6351-1,Town,Leisure,1992,Surf N' Sail Camper,188.0,190.0,140.0,22.41,282.75384615384615
443,6397-1,Town,Shops and Services,1992,Gas N' Wash Express,470.0,520.0,260.0,77.89,282.75384615384615
444,6401-1,Town,Paradisa,1992,Seaside Cabana,45.0,67.5,74.04,15.24,282.75384615384615
445,6405-1,Town,Paradisa,1992,Sunset Stables,133.0,160.0,75.0,20.96,282.75384615384615
446,6411-1,Town,Paradisa,1992,Sand Dollar Café,168.0,297.5,250.75,62.33,282.75384615384615
447,6416-1,Town,Paradisa,1992,Poolside Paradise,229.0,385.0,555.0,74.36,282.75384615384615
448,6419-1,Town,Paradisa,1992,Rolling Acres Ranch,364.0,460.0,226.2,63.58,282.75384615384615
449,6511-1,Town,Fire,1992,Rescue Runabout,38.0,70.0,20.47,4.03,282.75384615384615
450,6512-1,Town,Construction,1992,Landscape Loader,37.0,32.5,40.0,5.02,282.75384615384615
451,6533-1,Town,Police,1992,Police 4 x 4,62.0,47.5,67.9,6.32,282.75384615384615
452,6534-1,Town,Leisure,1992,Beach Bandit,44.0,47.5,37.57,6.26,282.75384615384615
453,6551-1,Town,Racing,1992,Checkered Flag 500,193.0,265.0,143.96,44.25,282.75384615384615
454,6594-1,Town,Vehicles,1992,Gas Transit,124.0,132.5,147.98,27.9,282.75384615384615
455,6648-1,Town,Racing,1992,Mag Racer,62.0,72.5,38.24,15.01,282.75384615384615
456,6662-1,Town,Construction,1992,Backhoe,85.0,72.5,65.59,12.77,282.75384615384615
457,6668-1,Town,Maintenance,1992,Recycle Truck,109.0,92.5,127.5,14.94,282.75384615384615
458,6897-1,Space,Space Police 2,1992,Rebel Hunter,140.0,210.0,200.0,37.83,282.75384615384615
459,6957-1,Space,Space Police 2,1992,Solar Snooper,255.0,360.0,534.81,87.32,282.75384615384615
460,6984-1,Space,Space Police 2,1992,Galactic Mediator,406.0,600.0,945.0,187.75,282.75384615384615
461,8826-1,Technic,Technic,1992,ATX Sport Cycle,95.0,100.0,24.99,6.41,282.75384615384615
462,8828-1,Technic,Technic,1992,Front End Loader,175.0,210.0,54.27,20.14,282.75384615384615
463,8836-1,Technic,Technic,1992,Sky Ranger,273.0,297.5,136.26,19.04,282.75384615384615
464,8837-1,Technic,Technic,1992,Pneumatic Excavator,257.0,470.0,119.99,41.51,282.75384615384615
465,8839-1,Technic,Technic,1992,Supply Ship,532.0,595.0,295.47,91.46,282.75384615384615
466,8868-1,Technic,Technic,1992,Air Tech Claw Rig,954.0,1390.0,683.43,151.81,282.75384615384615
467,9604-1,Dacta,Dacta,1992,LEGO Technic and Pneumatic Elements,124.0,369.5,72.15,89.99,282.75384615384615
468,9876-1,Dacta,Dacta,1992,Large Turntables,2.0,87.5,38.12,2.15,282.75384615384615
469,345-2,Basic,Basic,1993,Create a Home Bucket,127.0,150.0,62.57,37.57,286.65384615384613
470,1547-1,Castle,Black Knights,1993,Black Knights Boat,58.0,42.5,273.59,40.16,286.65384615384613
471,1596-1,Castle,Wolfpack,1993,Ghostly Hideout,37.0,42.5,56.22,49.17,286.65384615384613
472,1597-1,Castle,Bonus/Value Pack,1993,Castle Value Pack,117.0,80.0,985.0,145.0,286.65384615384613
473,1707-1,Basic,Basic,1993,20th Anniversary Jackpot Bucket,400.0,150.0,38.12,20.0,286.65384615384613
474,1916-1,Space,Space Police 2,1993,Starion Patrol,23.0,20.0,63.58,22.12,286.65384615384613
475,1967-1,Assorted,Bonus/Value Pack,1993,Five Set Bonus Pack,156.0,100.0,244.0,80.0,286.65384615384613
